age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level,work_life_balance,productivity_ratio,cognitive_load,caffeine_per_sleep,exp_tier,age_group
26.0,7.0,11.44,6.53,2.0,18.0,0.0,1.0,14.27,0.01,76.24,High,0.2543757193941766,0.0,48.94,0.3062786667260847,Mid,26-30
32.0,19.0,11.65,5.19,4.0,13.0,25.0,9.0,13.82,0.55,93.86,High,0.22536316351145805,1.0869565217391304,51.15,0.7707127609416645,Principal,31-35
33.0,1.0,5.59,6.78,1.0,4.0,0.0,6.0,6.96,1.02,24.41,Low,0.6215138947000881,0.0,22.59,0.1474926036146602,Junior,31-35
26.0,10.0,9.93,5.77,7.0,18.0,15.0,8.0,11.84,0.16,100.0,High,0.2723931891413326,0.5555555555555556,57.93,1.2131713668680475,Senior,26-30
24.0,6.0,12.96,8.19,5.0,12.0,4.0,8.0,16.17,1.21,84.33,High,0.32269137237585394,0.19047619047619047,48.96,0.6105005359584206,Mid,20-25
41.0,5.0,5.09,6.64,2.0,17.0,20.0,8.0,9.11,1.01,55.04,Medium,0.5387323564272989,0.7692307692307693,51.09,0.3012047739149437,Mid,41-44
24.0,9.0,8.73,4.15,0.0,9.0,26.0,8.0,13.24,0.3,65.08,Medium,0.20254892114024028,1.4444444444444444,38.730000000000004,0.0,Senior,20-25
42.0,4.0,11.5,8.93,2.0,11.0,8.0,5.0,15.67,0.08,75.25,High,0.3316157404631674,0.47058823529411764,41.0,0.22396414065351172,Mid,41-44
21.0,10.0,10.11,4.37,7.0,7.0,0.0,0.0,11.61,1.01,39.1,Medium,0.2476979628131693,0.0,24.11,1.6018302970640053,Senior,20-25
40.0,0.0,5.01,7.48,4.0,11.0,18.0,5.0,9.1,1.02,35.87,Medium,0.6024095958604114,1.0588235294117647,34.51,0.5347592867968868,Junior,36-40
41.0,1.0,7.97,6.19,4.0,0.0,15.0,4.0,11.3,0.35,33.51,Low,0.339387631583413,3.0,13.969999999999999,0.6462034497248061,Junior,41-44
25.0,0.0,9.07,5.25,5.0,17.0,2.0,6.0,11.95,1.38,59.77,Medium,0.31541387652645686,0.08333333333333333,52.07,0.9523807709750912,Junior,20-25
34.0,18.0,13.96,7.38,5.0,1.0,3.0,7.0,17.25,1.09,64.05,Medium,0.27138736714555056,0.3333333333333333,26.46,0.6775066832646771,Principal,31-35
40.0,1.0,5.79,4.63,3.0,11.0,11.0,0.0,6.82,0.72,24.64,Low,0.4242664215490546,0.9166666666666666,27.79,0.6479480242012907,Junior,36-40
29.0,19.0,13.82,8.29,1.0,18.0,28.0,9.0,15.09,1.33,83.96,High,0.33275682003608364,1.0,63.32,0.12062724721022353,Principal,26-30
42.0,3.0,7.76,5.25,7.0,6.0,6.0,3.0,10.86,0.38,43.07,Medium,0.30236303424473504,0.6,24.259999999999998,1.3333330793651277,Mid,41-44
43.0,11.0,6.0,5.81,4.0,6.0,14.0,3.0,7.69,0.91,43.66,Medium,0.49086921176996257,1.4,22.5,0.6884680398505956,Senior,41-44
26.0,19.0,8.14,7.16,0.0,0.0,22.0,0.0,11.32,1.1,5.97,Medium,0.42446040984273326,22.0,8.14,0.0,Principal,26-30
24.0,17.0,10.14,4.01,0.0,17.0,14.0,3.0,12.56,0.92,80.51,High,0.21718060717266044,0.6666666666666666,48.64,0.0,Principal,20-25
20.0,0.0,6.13,6.36,3.0,7.0,25.0,5.0,10.76,0.8,27.19,Low,0.42391945388280317,1.9230769230769231,27.63,0.4716980390411888,Junior,20-25
32.0,10.0,6.91,8.47,1.0,9.0,4.0,5.0,11.71,1.48,22.08,Low,0.534371614695402,0.26666666666666666,32.41,0.11806374048834233,Senior,31-35
40.0,13.0,12.55,7.4,1.0,0.0,29.0,3.0,17.47,1.31,33.35,Medium,0.2901398970639608,7.25,17.05,0.13513511687363283,Senior,36-40
37.0,3.0,13.99,5.94,5.0,14.0,24.0,1.0,18.59,1.28,82.39,High,0.22160834187819706,1.5,43.49,0.8417507000419696,Mid,36-40
32.0,4.0,7.18,7.3,2.0,14.0,22.0,6.0,12.12,1.78,53.12,Medium,0.4704662968670313,1.0476190476190477,44.18,0.27397256520923763,Mid,31-35
40.0,10.0,5.49,8.68,0.0,3.0,1.0,7.0,9.31,1.99,12.49,Low,0.7209458972333853,0.09090909090909091,21.990000000000002,0.0,Senior,36-40
40.0,12.0,11.93,4.94,0.0,9.0,11.0,8.0,16.77,1.13,68.16,Medium,0.21149825047044424,0.6111111111111112,41.93,0.0,Senior,36-40
37.0,15.0,10.0,6.66,6.0,7.0,18.0,8.0,13.57,0.7,77.26,High,0.31226133592442357,1.125,36.0,0.9009007656305157,Principal,36-40
24.0,12.0,5.0,5.17,0.0,13.0,26.0,3.0,9.24,1.56,25.43,Low,0.472612326361494,1.5294117647058822,35.5,0.0,Senior,20-25
32.0,1.0,13.47,8.27,0.0,12.0,22.0,2.0,15.0,0.28,65.53,Medium,0.3003161116854193,1.4666666666666666,40.47,0.0,Junior,31-35
23.0,15.0,4.78,7.61,6.0,16.0,4.0,4.0,8.51,1.03,30.57,Low,0.6501128178997129,0.19047619047619047,42.78,0.7884361644630532,Principal,20-25
36.0,5.0,10.25,8.01,4.0,6.0,22.0,5.0,14.97,1.05,46.4,Medium,0.3592386852006866,1.8333333333333333,29.75,0.499375717930622,Mid,36-40
22.0,13.0,8.24,8.72,1.0,5.0,24.0,7.0,11.4,1.97,34.64,Low,0.5442973246284458,1.8461538461538463,28.740000000000002,0.11467888593132042,Senior,20-25
36.0,0.0,9.57,5.16,2.0,8.0,24.0,2.0,11.32,1.98,44.34,Medium,0.34179031394014775,2.1818181818181817,28.57,0.3875968241091426,Junior,36-40
30.0,16.0,6.13,4.24,4.0,19.0,2.0,5.0,9.24,1.6,58.51,Medium,0.37996093819382315,0.08,51.63,0.9433960039160367,Principal,26-30
40.0,10.0,10.88,5.45,1.0,19.0,23.0,4.0,14.71,0.95,85.27,High,0.25009768463862114,0.9583333333333334,54.88,0.18348620486491654,Senior,36-40
39.0,18.0,13.6,6.0,3.0,7.0,28.0,6.0,17.68,1.09,68.77,Medium,0.22666239684583128,2.0,36.6,0.49999991666668053,Principal,36-40
42.0,2.0,8.58,7.13,0.0,13.0,5.0,8.0,11.67,0.64,43.71,Medium,0.38370368475537353,0.22727272727272727,46.58,0.0,Junior,41-44
40.0,10.0,9.23,7.99,2.0,19.0,12.0,6.0,11.1,1.66,76.22,High,0.47466795500895453,0.46153846153846156,56.230000000000004,0.25031285978562456,Senior,36-40
23.0,4.0,6.4,5.75,1.0,2.0,19.0,5.0,11.11,1.49,12.51,Low,0.413477988950429,2.375,17.9,0.17391301323251943,Mid,20-25
21.0,16.0,12.92,6.37,7.0,12.0,14.0,8.0,17.01,1.54,100.0,High,0.2642833189347371,0.6666666666666666,48.92,1.0989009263891796,Principal,20-25
39.0,6.0,13.71,7.93,3.0,8.0,3.0,9.0,15.79,0.28,82.06,Medium,0.2783050753116923,0.16666666666666666,43.21,0.37831016666958805,Mid,36-40
35.0,9.0,11.86,5.13,0.0,8.0,19.0,3.0,16.11,0.8,66.24,Medium,0.21201286335313324,1.5833333333333333,32.36,0.0,Senior,31-35
37.0,10.0,9.43,5.09,3.0,10.0,6.0,0.0,11.82,1.07,39.59,Medium,0.2898823392996546,0.5454545454545454,29.43,0.5893908468780261,Senior,36-40
32.0,2.0,13.57,6.95,4.0,5.0,21.0,7.0,15.82,0.25,90.35,High,0.24498127781622056,1.6153846153846154,34.07,0.5755394855338869,Junior,31-35
22.0,19.0,5.54,6.18,3.0,11.0,17.0,5.0,9.99,0.74,36.83,Medium,0.44558915353579176,1.0,35.04,0.4854368146542371,Principal,20-25
28.0,9.0,8.78,8.74,4.0,3.0,20.0,5.0,13.27,0.17,34.35,Low,0.40408161432736445,2.2222222222222223,22.28,0.4576658515256463,Senior,26-30
39.0,9.0,9.38,5.79,3.0,3.0,20.0,4.0,11.97,1.92,16.58,Low,0.36112410486538143,2.5,21.380000000000003,0.5181346255380612,Senior,36-40
25.0,13.0,8.92,7.8,4.0,16.0,21.0,9.0,9.96,1.5,56.7,Medium,0.49258471967241946,0.8076923076923077,54.42,0.5128204470743016,Senior,20-25
29.0,11.0,12.02,6.92,7.0,6.0,6.0,2.0,13.77,1.24,65.8,Medium,0.31640169381924416,0.6666666666666666,27.02,1.0115605474623486,Senior,26-30
40.0,14.0,10.7,4.27,5.0,5.0,11.0,5.0,15.34,0.41,62.7,Medium,0.17972349540232352,1.0,28.2,1.1709599131241422,Senior,36-40
29.0,9.0,5.27,4.42,4.0,19.0,10.0,0.0,9.86,0.67,31.7,Low,0.3364176909175353,0.5,43.269999999999996,0.9049771708196446,Senior,26-30
32.0,9.0,7.46,5.02,6.0,7.0,23.0,6.0,10.27,0.29,53.53,Medium,0.2994923688949594,1.6428571428571428,30.46,1.1952188854145647,Senior,31-35
36.0,18.0,7.39,4.72,6.0,6.0,11.0,5.0,9.61,1.07,57.1,Medium,0.3405882152595167,0.9166666666666666,26.89,1.2711861713588621,Principal,36-40
28.0,0.0,9.66,5.65,3.0,7.0,25.0,4.0,11.87,1.64,37.54,Medium,0.3385972903577663,2.0833333333333335,29.66,0.5309733573498482,Junior,26-30
36.0,9.0,6.91,6.89,1.0,8.0,29.0,2.0,11.5,0.04,41.15,Medium,0.3764258350664945,2.6363636363636362,25.91,0.14513785992193615,Senior,36-40
43.0,1.0,5.17,7.01,3.0,0.0,14.0,7.0,7.47,0.21,18.25,Low,0.5712024864554994,1.75,15.67,0.4279599960114128,Junior,41-44
28.0,16.0,10.54,6.94,3.0,2.0,7.0,3.0,13.59,0.46,37.79,Medium,0.30667217958258686,1.1666666666666667,19.04,0.43227659477282493,Principal,26-30
28.0,6.0,12.51,4.59,1.0,17.0,10.0,8.0,16.43,1.43,89.29,High,0.20801657885222602,0.38461538461538464,58.51,0.21786487628216203,Mid,26-30
20.0,6.0,13.32,7.0,0.0,18.0,20.0,8.0,15.16,1.79,70.85,High,0.30863762961244273,0.7407407407407407,61.32,0.0,Mid,20-25
21.0,19.0,13.73,6.05,2.0,10.0,17.0,4.0,15.75,1.51,69.79,Medium,0.2564450387908738,1.1333333333333333,39.730000000000004,0.33057845775562683,Principal,20-25
35.0,8.0,11.81,8.52,5.0,15.0,9.0,6.0,14.24,1.05,76.75,High,0.3673704273562216,0.4090909090909091,50.81,0.5868543912142734,Senior,31-35
20.0,1.0,5.4,8.56,7.0,17.0,14.0,5.0,9.02,0.21,53.795,Medium,0.6081830368805108,0.6086956521739131,46.9,0.8177569138134446,Junior,20-25
29.0,13.0,12.53,7.84,0.0,5.0,5.0,5.0,16.8,1.51,40.89,Medium,0.31878621483851977,0.45454545454545453,30.03,0.0,Senior,26-30
37.0,16.0,8.0,7.52,3.0,1.0,2.0,3.0,11.19,0.21,9.32,Low,0.40281394461626135,0.4,14.5,0.3989361171627504,Principal,36-40
27.0,0.0,11.3,4.57,0.0,3.0,19.0,9.0,12.83,0.7,84.65,High,0.21840032248651792,1.4615384615384615,30.8,0.0,Junior,26-30
40.0,8.0,9.31,4.42,2.0,4.0,11.0,7.0,12.09,0.62,60.37,Medium,0.23551400768626132,0.9166666666666666,27.810000000000002,0.4524885854098223,Senior,36-40
30.0,19.0,12.29,6.46,6.0,13.0,16.0,9.0,13.8,0.72,89.06,High,0.2752012159754229,0.6956521739130435,51.79,0.9287924258835254,Principal,26-30
42.0,18.0,8.26,6.14,0.0,0.0,2.0,2.0,9.61,0.66,29.72,Low,0.38052599997056524,0.6666666666666666,11.26,0.0,Principal,41-44
21.0,3.0,4.62,6.26,2.0,13.0,19.0,4.0,7.98,1.54,22.37,Low,0.6190475699168595,1.0555555555555556,36.62,0.3194887668548296,Mid,20-25
27.0,7.0,9.57,8.24,7.0,12.0,17.0,0.0,14.39,0.34,39.57,Medium,0.35809681310113467,1.3076923076923077,33.57,0.8495144600103811,Mid,26-30
41.0,12.0,5.71,7.11,0.0,15.0,29.0,0.0,10.06,1.69,27.73,Medium,0.5580215245389015,1.8125,35.71,0.0,Senior,41-44
27.0,3.0,13.66,4.9,7.0,3.0,11.0,8.0,17.76,1.72,100.0,High,0.21069381888307387,0.9166666666666666,31.66,1.4285711370262983,Mid,26-30
36.0,8.0,9.27,5.06,4.0,5.0,21.0,3.0,13.18,0.98,33.82,Low,0.2690423042742848,2.3333333333333335,23.77,0.7905136777640953,Senior,36-40
34.0,8.0,9.54,4.03,3.0,8.0,14.0,8.0,14.13,0.21,75.88,High,0.1791296924744532,0.8235294117647058,37.54,0.7444166887303502,Senior,31-35
36.0,17.0,13.07,7.55,2.0,0.0,15.0,6.0,17.08,1.15,54.43,Medium,0.28855720435962834,2.142857142857143,22.07,0.26490062716547985,Principal,36-40
42.0,11.0,10.25,6.43,5.0,16.0,27.0,9.0,13.76,1.64,90.38,High,0.3361099401870079,1.0384615384615385,55.75,0.7776048557379696,Senior,41-44
43.0,9.0,7.03,8.75,3.0,3.0,21.0,7.0,9.49,0.58,26.68,Low,0.5647699415998825,1.9090909090909092,23.53,0.3428571036734739,Senior,41-44
32.0,10.0,6.96,7.57,4.0,5.0,9.0,8.0,8.36,1.68,28.43,Low,0.6037858613716801,0.6428571428571429,28.96,0.528401515402706,Senior,31-35
32.0,6.0,9.02,4.52,6.0,15.0,18.0,0.0,11.86,1.35,41.04,Medium,0.281130254735141,1.125,39.019999999999996,1.3274333346386429,Mid,31-35
24.0,8.0,12.67,4.81,0.0,6.0,8.0,6.0,17.37,1.97,83.85,High,0.22569906039616974,0.6153846153846154,33.67,0.0,Senior,20-25
31.0,5.0,11.95,6.51,3.0,4.0,14.0,7.0,15.28,1.65,75.92,High,0.29966947118364046,1.1666666666666667,30.45,0.4608294222996279,Mid,31-35
20.0,18.0,13.63,8.62,0.0,8.0,19.0,1.0,15.37,0.4,43.45,Medium,0.31103447203329404,1.9,31.130000000000003,0.0,Principal,20-25
42.0,15.0,4.72,6.46,0.0,18.0,13.0,9.0,8.32,0.9,60.71,Medium,0.564417134630588,0.4642857142857143,54.22,0.0,Principal,41-44
24.0,14.0,6.68,8.13,3.0,0.0,21.0,8.0,9.54,0.21,23.11,Low,0.5141799929605431,2.3333333333333335,18.68,0.3690036446489982,Senior,20-25
27.0,6.0,4.8,5.56,2.0,7.0,3.0,0.0,9.53,0.14,15.43,Low,0.39776689478249166,0.375,18.8,0.3597121655193947,Mid,26-30
32.0,15.0,11.51,5.35,2.0,19.0,14.0,2.0,13.15,1.41,75.02,High,0.27412813162497435,0.6363636363636364,52.51,0.3738317058258494,Principal,31-35
27.0,4.0,5.41,8.51,3.0,3.0,19.0,8.0,9.26,1.83,7.06,Low,0.7048397610879509,1.5833333333333333,23.41,0.3525263980580026,Mid,26-30
44.0,15.0,5.0,4.24,2.0,16.0,26.0,0.0,8.73,1.95,32.92,Low,0.4508375491014167,1.5294117647058822,37.0,0.47169800195801836,Principal,41-44
42.0,0.0,9.62,7.3,1.0,0.0,1.0,3.0,14.55,0.54,27.69,Low,0.32436903912416054,0.25,14.12,0.13698628260461881,Junior,41-44
30.0,18.0,8.11,4.22,4.0,1.0,25.0,9.0,11.37,0.4,33.63,Low,0.23716631226045629,2.272727272727273,23.61,0.9478670739651484,Principal,26-30
20.0,4.0,11.15,8.0,3.0,13.0,17.0,5.0,15.64,1.12,57.31,Medium,0.3404255192077074,0.8947368421052632,44.65,0.3749999531250059,Mid,20-25
32.0,6.0,8.87,8.15,5.0,1.0,1.0,5.0,9.97,0.4,53.795,Low,0.45382163196275843,0.14285714285714285,18.369999999999997,0.6134968572396494,Mid,31-35
38.0,18.0,8.25,8.47,4.0,0.0,17.0,3.0,9.74,0.59,53.795,Low,0.5036130904050533,4.25,12.75,0.4722549619533693,Principal,36-40
43.0,4.0,8.26,4.93,7.0,12.0,7.0,9.0,10.64,1.67,75.22,High,0.34920633072982377,0.3181818181818182,45.76,1.419878008138335,Mid,41-44
22.0,16.0,12.72,4.62,6.0,7.0,9.0,9.0,16.2,1.62,87.84,High,0.21576762739392713,0.5294117647058824,40.22,1.2987010175971823,Principal,20-25
43.0,7.0,7.95,6.52,3.0,9.0,19.0,9.0,10.75,1.79,51.62,Medium,0.4443850029740639,1.0,39.45,0.4601226288155478,Mid,41-44
36.0,0.0,7.33,5.36,3.0,19.0,3.0,9.0,9.14,0.96,100.0,High,0.3837279669867658,0.10344827586206896,58.83,0.5597013881154126,Junior,36-40
24.0,1.0,7.39,7.03,0.0,1.0,9.0,0.0,10.75,1.13,7.71,Low,0.4498345948271998,4.5,9.39,0.0,Junior,20-25
39.0,14.0,5.97,6.57,4.0,16.0,9.0,4.0,9.24,1.54,51.14,Medium,0.5332018058381456,0.42857142857142855,43.97,0.6088279134204089,Senior,36-40
40.0,19.0,12.61,4.72,0.0,5.0,26.0,4.0,12.02,0.48,64.39,Medium,0.2111246361703355,2.6,28.61,0.0,Principal,36-40
27.0,17.0,5.47,7.7,5.0,2.0,29.0,2.0,6.83,1.65,0.0,Low,0.7601625398241837,5.8,12.469999999999999,0.6493505650194071,Principal,26-30
33.0,10.0,13.09,8.02,6.0,19.0,2.0,2.0,12.02,0.04,87.4,High,0.3209876415377283,0.09090909090909091,54.09,0.7481295825274836,Senior,31-35
23.0,9.0,6.83,8.82,7.0,16.0,20.0,3.0,10.2,1.6,45.38,Medium,0.6118613850932832,1.0,43.33,0.7936507036677207,Senior,20-25
30.0,3.0,12.99,5.98,7.0,5.0,3.0,2.0,15.05,1.55,70.13,High,0.26854492622878295,0.375,25.990000000000002,1.1705683661256912,Mid,26-30
39.0,4.0,11.91,5.69,2.0,7.0,22.0,2.0,15.66,0.6,46.18,Medium,0.22814652781477954,2.2,28.91,0.35149378708369294,Mid,36-40
34.0,3.0,9.82,4.96,3.0,13.0,9.0,2.0,12.09,1.46,53.77,Medium,0.2930168738924293,0.5625,38.82,0.6048385877341557,Mid,31-35
38.0,12.0,10.69,4.9,0.0,9.0,6.0,6.0,13.71,0.43,56.32,Medium,0.21844261399825354,0.375,37.69,0.0,Senior,36-40
26.0,12.0,7.26,5.61,7.0,19.0,21.0,8.0,9.62,1.15,76.91,High,0.4004739099245314,0.75,57.26,1.2477716135879475,Senior,26-30
38.0,17.0,9.74,8.91,6.0,9.0,22.0,0.0,14.26,1.4,32.59,Low,0.4295833154340285,2.2,27.740000000000002,0.6734005978226041,Principal,36-40
38.0,1.0,6.92,4.46,5.0,14.0,11.0,5.0,11.9,1.43,56.13,Medium,0.31296491429516926,0.55,42.42,1.1210759818215288,Junior,36-40
30.0,15.0,8.02,5.3,5.0,7.0,6.0,9.0,12.02,1.97,67.81,Medium,0.3627744329952878,0.35294117647058826,35.519999999999996,0.9433960484158399,Principal,26-30
24.0,0.0,11.65,4.43,6.0,10.0,12.0,0.0,12.74,0.36,60.36,Medium,0.19639195586748848,1.0909090909090908,31.65,1.3544015001351015,Junior,20-25
24.0,18.0,6.44,5.37,7.0,15.0,7.0,8.0,8.32,0.96,80.31,High,0.4288617595622114,0.2916666666666667,48.44,1.303537932302061,Principal,20-25
41.0,8.0,12.39,4.46,7.0,2.0,26.0,7.0,15.75,1.76,69.35,Medium,0.22103766094393526,2.6,26.89,1.5695063745501403,Senior,41-44
27.0,2.0,7.76,6.54,4.0,14.0,12.0,5.0,12.02,1.12,46.85,Medium,0.3872598388645177,0.6,43.26,0.6116207015870486,Junior,26-30
29.0,6.0,9.32,6.19,3.0,12.0,0.0,5.0,13.57,1.75,66.18,Medium,0.3468763500709327,0.0,40.82,0.4846525872936046,Mid,26-30
25.0,9.0,13.42,4.87,5.0,10.0,15.0,9.0,16.05,0.87,100.0,High,0.1947743401841079,0.75,46.92,1.0266938343544487,Senior,20-25
34.0,0.0,10.81,4.87,6.0,13.0,18.0,6.0,14.25,1.59,86.82,High,0.2577813145338661,0.9,45.81,1.2320326012253384,Junior,31-35
35.0,9.0,10.46,7.13,2.0,6.0,27.0,7.0,13.28,1.74,34.44,Low,0.37363098678892215,1.9285714285714286,32.96,0.2805048694944082,Senior,31-35
36.0,8.0,11.12,5.94,7.0,18.0,18.0,6.0,15.73,1.69,100.0,High,0.28417131157648745,0.72,56.12,1.1784509800587575,Senior,36-40
27.0,14.0,13.18,4.28,0.0,14.0,20.0,0.0,14.32,1.74,82.43,High,0.21890908294876063,1.3333333333333333,41.18,0.0,Senior,26-30
27.0,14.0,6.49,8.6,0.0,5.0,25.0,9.0,10.41,0.44,29.89,Low,0.5349112109519993,1.6666666666666667,29.990000000000002,0.0,Senior,26-30
44.0,2.0,10.13,6.02,1.0,19.0,29.0,3.0,13.74,0.88,61.2,Medium,0.28906576082673807,1.2608695652173914,52.63,0.1661129292171214,Junior,41-44
28.0,4.0,8.0,6.96,2.0,6.0,12.0,3.0,11.6,0.35,53.795,Low,0.3729591646449405,1.2,24.5,0.28735628055225854,Mid,26-30
21.0,8.0,4.12,8.43,5.0,13.0,28.0,8.0,6.78,0.36,41.73,Medium,0.8064219443649592,1.2727272727272727,42.12,0.5931197398434473,Senior,20-25
34.0,8.0,5.25,6.01,6.0,3.0,6.0,8.0,6.31,0.98,28.04,Low,0.604671227969617,0.5,23.25,0.9983359403767155,Senior,31-35
37.0,6.0,7.25,8.1,1.0,8.0,14.0,2.0,12.02,1.92,15.69,Low,0.5199792153617429,1.2727272727272727,26.25,0.12345677488187966,Mid,36-40
22.0,11.0,9.65,8.57,5.0,6.0,25.0,8.0,13.97,1.18,48.15,Medium,0.4127857572910348,1.6666666666666667,33.65,0.5834305036837218,Senior,20-25
36.0,8.0,12.81,4.87,5.0,14.0,5.0,4.0,14.15,1.71,72.3,High,0.24406527284624357,0.2631578947368421,46.81,1.0266938343544487,Senior,36-40
23.0,5.0,11.91,8.46,3.0,2.0,3.0,5.0,14.68,1.87,34.26,Low,0.38849189964302755,0.375,23.41,0.35460988716195185,Mid,20-25
23.0,1.0,9.53,4.6,4.0,4.0,21.0,6.0,11.18,0.17,62.91,Medium,0.23032350408867672,1.9090909090909092,26.53,0.8695650283554287,Junior,20-25
33.0,8.0,4.74,5.38,6.0,16.0,22.0,2.0,8.18,0.32,41.11,Medium,0.4411764364414523,1.1578947368421053,39.74,1.1152414283937866,Senior,31-35
28.0,16.0,6.86,8.04,5.0,0.0,19.0,3.0,11.0,0.58,14.37,Low,0.4826427501319848,4.75,11.36,0.6218904699141208,Principal,26-30
28.0,0.0,7.67,8.5,0.0,0.0,10.0,4.0,11.34,1.23,18.8,Low,0.5118358489302552,2.0,13.67,0.0,Junior,26-30
44.0,18.0,10.22,7.42,5.0,15.0,23.0,0.0,12.49,0.12,52.96,Medium,0.3320123147506686,1.4375,40.22,0.6738543566234021,Principal,41-44
42.0,5.0,4.65,4.52,1.0,13.0,20.0,7.0,6.21,1.57,36.69,Medium,0.5607734290263878,0.9523809523809523,41.15,0.2212388891064405,Mid,41-44
37.0,4.0,9.3,6.61,6.0,10.0,18.0,6.0,13.48,0.13,70.28,High,0.29587356032161716,1.0588235294117647,38.3,0.9077154451262563,Mid,36-40
29.0,1.0,13.01,6.86,7.0,13.0,1.0,1.0,15.31,0.32,90.3,High,0.2535310644939596,0.06666666666666667,40.51,1.020408014517782,Junior,26-30
40.0,8.0,11.05,5.41,5.0,7.0,16.0,6.0,12.14,0.76,75.8,High,0.2660629466984499,1.1428571428571428,34.05,0.9242142469104904,Senior,36-40
23.0,13.0,11.97,8.96,6.0,18.0,14.0,8.0,15.26,1.12,83.36,High,0.3701799349915559,0.5185185185185185,59.97,0.6696427824059394,Senior,20-25
31.0,3.0,10.82,5.68,7.0,1.0,19.0,4.0,12.81,1.76,43.5,Medium,0.31485398582928537,3.1666666666666665,18.82,1.2323941492263821,Mid,31-35
27.0,3.0,6.07,5.05,7.0,9.0,17.0,5.0,10.43,1.93,42.29,Medium,0.42303027739210436,1.1333333333333333,31.57,1.3861383393785467,Mid,26-30
21.0,14.0,5.1,4.55,0.0,4.0,11.0,4.0,6.67,1.77,14.83,Low,0.5369583231131417,1.2222222222222223,19.1,0.0,Senior,20-25
41.0,7.0,12.29,5.89,0.0,14.0,2.0,0.0,15.03,0.21,89.47,High,0.22327964043632353,0.13333333333333333,40.29,0.0,Mid,41-44
32.0,3.0,10.96,7.46,1.0,0.0,16.0,5.0,12.97,1.26,36.58,Medium,0.36439614022581945,2.6666666666666665,18.46,0.13404823940372126,Mid,31-35
40.0,15.0,9.75,5.16,0.0,1.0,13.0,6.0,13.51,0.88,61.59,Medium,0.25967324764947347,1.625,20.75,0.0,Principal,36-40
35.0,3.0,5.89,7.85,2.0,18.0,28.0,4.0,9.08,0.25,57.0,Medium,0.5410821281842266,1.2173913043478262,47.89,0.2547770376080207,Mid,31-35
21.0,15.0,10.03,6.46,2.0,16.0,5.0,2.0,14.19,1.11,42.56,Medium,0.3125515973347813,0.2631578947368421,45.03,0.3095974752945085,Principal,20-25
30.0,11.0,4.31,6.2,4.0,14.0,3.0,5.0,7.14,0.71,39.07,Medium,0.6034933970748125,0.15,39.81,0.6451611862643247,Senior,26-30
29.0,15.0,5.19,7.51,6.0,17.0,20.0,6.0,6.21,0.69,55.73,Medium,0.7192981825177033,0.8333333333333334,48.19,0.7989346472790083,Principal,26-30
34.0,18.0,7.12,4.68,2.0,7.0,7.0,9.0,8.98,0.19,62.56,Medium,0.30248445326183515,0.4117647058823529,34.62,0.427350336036253,Principal,31-35
36.0,7.0,8.44,6.99,1.0,9.0,26.0,9.0,13.44,1.96,60.08,Medium,0.409049341451127,1.368421052631579,39.94,0.14306149598547982,Mid,36-40
27.0,5.0,5.21,6.46,5.0,7.0,19.0,8.0,7.83,1.45,17.58,Low,0.606595045506515,1.1875,31.21,0.7739936882362711,Mid,26-30
37.0,9.0,5.2,6.98,2.0,7.0,21.0,6.0,8.68,0.56,13.64,Medium,0.5432276265686149,1.5,28.2,0.28653291023883803,Senior,36-40
42.0,4.0,11.26,6.56,4.0,18.0,2.0,2.0,15.88,1.83,70.43,High,0.30913779258888013,0.09523809523809523,50.26,0.6097560046103652,Mid,41-44
28.0,17.0,9.7,8.19,6.0,12.0,7.0,0.0,10.78,1.9,38.15,Medium,0.4926757571935666,0.5384615384615384,33.7,0.7326006431501048,Principal,26-30
44.0,9.0,9.34,8.93,3.0,4.0,12.0,6.0,12.98,1.62,47.58,Medium,0.47267022971907574,1.0909090909090908,26.34,0.33594621098026756,Senior,41-44
27.0,9.0,8.52,4.91,3.0,9.0,18.0,7.0,10.67,1.32,61.38,Medium,0.3246482373815406,1.0588235294117647,37.019999999999996,0.6109978389006437,Senior,26-30
33.0,6.0,13.77,7.46,7.0,6.0,14.0,0.0,15.89,0.75,68.92,Medium,0.27680376679690605,2.0,25.77,0.9383376758260488,Mid,31-35
44.0,17.0,4.5,4.4,1.0,8.0,22.0,4.0,6.4,0.87,37.02,Medium,0.4834861941755786,1.6923076923076923,26.5,0.22727267561984643,Principal,41-44
37.0,0.0,5.81,4.21,4.0,13.0,6.0,7.0,10.1,0.91,61.94,Medium,0.3218101620483871,0.2857142857142857,42.31,0.9501185391642425,Junior,36-40
41.0,6.0,10.48,5.4,2.0,5.0,2.0,9.0,12.97,1.9,73.32,High,0.3113006263837686,0.13333333333333333,33.980000000000004,0.3703703017832774,Mid,41-44
32.0,0.0,5.36,8.85,4.0,9.0,18.0,6.0,6.63,1.52,23.13,Low,0.8648873340377536,1.125,32.36,0.45197735005905654,Junior,31-35
39.0,14.0,9.89,6.76,0.0,0.0,25.0,1.0,11.28,0.58,21.96,Low,0.3467170360549345,12.5,11.39,0.0,Senior,36-40
40.0,3.0,9.68,5.34,4.0,10.0,9.0,3.0,11.27,1.25,58.45,Medium,0.31455845753897577,0.6428571428571429,34.18,0.7490635301379157,Mid,36-40
